"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Skip Example - Using test.skip()","chromium","2026-09-19","skipped","2026-09-19","","Day24\064_annotations.spec.ts","",""
"","1","Slow Example - Using test.slow()","chromium","2026-09-19","skipped","2026-09-19","","Day24\064_annotations.spec.ts","",""
"","1","auto waiting","chromium","2026-09-19","skipped","2026-09-19","","Day20\054_demo_auto_waiting.spec.ts","",""
"","0","Hard Assertions Example","chromium","2026-09-19","skipped","2026-09-19","","Day20\053_soft_vs_hard_Assertion.spec.ts","",""
"","1","Date Range Picker","chromium","2026-09-19","skipped","2026-09-19","","Day12\022_demo_datePicker_range.spec.ts","",""
"","0","Prompt Dialog","chromium","2026-09-19","skipped","2026-09-19","Handle dialogs/alerts","Day13\025_demo_alerts_dialogs.spec.ts","",""
"","0","input fields validation","chromium","2026-09-19","skipped","2026-09-19","Data Entry Form Validation","Day8\014_data_entry_form_Radio.spec.ts","",""
"","0","Phone input should restrict alphabet characters","chromium","2026-09-19","skipped","2026-09-19","Data Entry Form Validation","Day9\015_Checkbox_data_entry.spec.ts","",""
"","0","1.Xpath demo with playwright","chromium","2026-09-19","skipped","2026-09-19","","Day5\007_demo_xpath_locators.spec.ts","",""
"","0","Scroll to a Specific Element","chromium","2026-09-19","skipped","2026-09-19","","Day17\041_demo_scrolling.spec.ts","",""
"","1","Frame 2 - Fill and verify input field","chromium","2026-09-19","skipped","2026-09-19","Frames Examples","Day19\051_Frames_lab.spec.ts","",""
"","1","Simple dialog","chromium","2026-09-19","skipped","2026-09-19","Handle dialogs/alerts","Day13\025_demo_alerts_dialogs.spec.ts","",""
"","0","flaky test","chromium","2026-09-19","skipped","2026-09-19","Unstable Feature Group","Day25\072_flaky_test.spec.ts","",""
"","1","Emulator test on iPhone15 from config file","chromium","2026-09-19","skipped","2026-09-19","","Day14\029_demo_emulation.spec.ts","",""
"","1","press Escape","chromium","2026-09-19","skipped","2026-09-19","Keyboard Action Practice ","Day16\037_lab_keyboard_actions.spec.ts","",""
"","1","Login as user and check dashboard","chromium","2026-09-19","skipped","2026-09-19","","Day22\058_local_storage_login.spec.ts","",""
"","0","screenshots from config","chromium","2026-09-19","skipped","2026-09-19","","Day25\071_all_config.spec.ts","",""
"","0","7.Find ""Say hello"" button for Mary","chromium","2026-09-19","skipped","2026-09-19","","Day3\005_demo_locators_filters.spec.ts","",""
"","1","press Home","chromium","2026-09-19","skipped","2026-09-19","Keyboard Action Practice ","Day16\037_lab_keyboard_actions.spec.ts","",""
"","1","event info shows modifiers for Ctrl+A","chromium","2026-09-19","skipped","2026-09-19","Keyboard Action Practice ","Day16\037_lab_keyboard_actions.spec.ts","",""
"","0","handle SVG Bar chart","chromium","2026-09-19","skipped","2026-09-19","SVG handling","Day18\047_demo_svg.spec.ts","",""
"","0","1.CSS with ID","chromium","2026-09-19","skipped","2026-09-19","CSS Locators","Day4\006_demo_csslocators.spec.ts","",""
"","10347","@P2 @Regression logotest","chromium","2026-09-19","passed","2026-09-19","demowebshop Home Page Tests","Day26\073_reporting_tests.spec.ts","",""
"","0","Extract pagination table data to text file","chromium","2026-09-19","skipped","2026-09-19","","Day11\019_demo_paginationtable.spec.ts","",""
"","1","search test for laptop","chromium","2026-09-19","skipped","2026-09-19","searching items","Day23\paramtest1.spec.ts","",""
"","0","State Assertion: toBeEditable","chromium","2026-09-19","skipped","2026-09-19","","Day20\052_lab_assertions.spec.ts","",""
"","0","Product sort and print lowest/highest price with names","chromium","2026-09-19","skipped","2026-09-19","","Day6\009_Assign_Handlingdropdowns.spec.ts","",""
"","1","Find A Book in the page","chromium","2026-09-19","skipped","2026-09-19","","Day17\044_lab_infinitescrolling-booktitle.spec.ts","",""
"","0","Login without test.step()","chromium","2026-09-19","skipped","2026-09-19","","Day24\065_annotation_test_step.spec.ts","",""
"","6","browser fixture test","chromium","2026-09-19","skipped","2026-09-19","","Day14\028_demo_built-in_fixtures.spec.ts","",""
"","1","Sorted dropdown should already be in alphabetical order","chromium","2026-09-19","skipped","2026-09-19","Handling Dropdowns","Day6\008_demo_Handlingdropdowns1.spec.ts","",""
"","1","Add item to cart","chromium","2026-09-19","skipped","2026-09-19","E-Commerce > Cart","Day24\063_grouping_describe.spec.ts","",""
"","1","1. Page load validation","chromium","2026-09-19","skipped","2026-09-19","Data Entry Form Validation","Day8\014_data_entry_form_Radio.spec.ts","",""
"","0","Fixme Example - Using test.fixme()","chromium","2026-09-19","skipped","2026-09-19","","Day24\064_annotations.spec.ts","",""
"","0","Attributes Assertion: toHaveCSS","chromium","2026-09-19","skipped","2026-09-19","","Day20\052_lab_assertions.spec.ts","",""
"","0","Test3","chromium","2026-09-19","skipped","2026-09-19","Group2","Day24\063_grouping_describe.spec.ts","",""
"","1","Ctrl + Alt + Delete","chromium","2026-09-19","skipped","2026-09-19","Keyboard Action Practice ","Day16\037_lab_keyboard_actions.spec.ts","",""
"","0","Runtime Slow Example","chromium","2026-09-19","skipped","2026-09-19","","Day24\064_annotations.spec.ts","",""
"","0","JPEG Screenshot","chromium","2026-09-19","skipped","2026-09-19","","Day25\068_screenshots.spec.ts","",""
"","1","1.Verify ""Add to cart"" for Product 2","chromium","2026-09-19","skipped","2026-09-19","","Day3\005_demo_locators_filters.spec.ts","",""
"","0","9.Descendant Selector using SPACE","chromium","2026-09-19","skipped","2026-09-19","CSS Locators","Day4\006_demo_csslocators.spec.ts","",""
"","1","2. Input Fields Validation","chromium","2026-09-19","skipped","2026-09-19","Data Entry Form Validation","Day9\015_Checkbox_data_entry.spec.ts","",""
"","1","search test for monitor","chromium","2026-09-19","skipped","2026-09-19","searching items","Day23\paramtest1.spec.ts","",""
"","1","search test for Gift card","chromium","2026-09-19","skipped","2026-09-19","","Day23\paramtest1.spec.ts","",""
"","1","Login test with email: ""laura.taylor1234@example.com"" and password: ""test123""","chromium","2026-09-19","skipped","2026-09-19","Login data driven test","Day23\061_paramtest4-csv.spec.ts","",""
"","5","Test Case 1: Chrome CPU Load Validation","chromium","2026-09-19","skipped","2026-09-19","Dynamic Table Validations","Day11\018_demo_dynamic_table.spec.ts","",""
"","0","Empty form submission should show validation message","chromium","2026-09-19","skipped","2026-09-19","Data Entry Form Validation","Day9\015_Checkbox_data_entry.spec.ts","",""
"","1","validate Poduct Table","chromium","2026-09-19","skipped","2026-09-19","","Day10\016_demo_static_table.spec.ts","",""
"","1","Ctrl + C","chromium","2026-09-19","skipped","2026-09-19","Keyboard Action Practice ","Day16\037_lab_keyboard_actions.spec.ts","",""
"","0","Multi-select dropdown should allow selecting multiple colors","chromium","2026-09-19","skipped","2026-09-19","Handling Dropdowns","Day6\008_demo_Handlingdropdowns1.spec.ts","",""
"","0","Text Assertion: toHaveValue","chromium","2026-09-19","skipped","2026-09-19","","Day20\052_lab_assertions.spec.ts","",""
"","1","Screenshot Buffer","chromium","2026-09-19","skipped","2026-09-19","","Day25\068_screenshots.spec.ts","",""
"","4","Shadow DOM","chromium","2026-09-19","skipped","2026-09-19","","Day18\046_demo_shadow_dom.spec.ts","",""
"","1","3. Radio button validation","chromium","2026-09-19","skipped","2026-09-19","Data Entry Form Validation","Day8\TC_Validate_MultipleRadio_Count.spec.ts","",""
"","1","Viewport Screenshot","chromium","2026-09-19","skipped","2026-09-19","","Day25\068_screenshots.spec.ts","",""
"","0","new window handling","chromium","2026-09-19","skipped","2026-09-19","","Day15\032_demo_new_tab_handling.spec.ts","",""
"","0","2.CSS with Class","chromium","2026-09-19","skipped","2026-09-19","CSS Locators","Day4\006_demo_csslocators.spec.ts","",""
"","0","shadow dom2","chromium","2026-09-19","skipped","2026-09-19","","Day18\048_lab_shadow_dom.spec.ts","",""
"","0","Playwright locators","chromium","2026-09-19","skipped","2026-09-19","","Day2\004_mytest.locators.spec.ts","",""
"","0","Test Case 3: : Chrome Network Speed Validation","chromium","2026-09-19","skipped","2026-09-19","Dynamic Table Validations","Day11\018_demo_dynamic_table.spec.ts","",""
"","1","Range slider","chromium","2026-09-19","skipped","2026-09-19","","Day16\035_demo_mouse_actions.spec.ts","",""
"","1","multiple files upload","chromium","2026-09-19","skipped","2026-09-19","","Day15\033_demo_file_upload.spec.ts","",""
"","1","4.Verify elements using data-testid","chromium","2026-09-19","skipped","2026-09-19","","Day3\005_demo_locators_filters.spec.ts","",""
"","2","Double-click button triggers the expected action","chromium","2026-09-19","skipped","2026-09-19","","Day16\035_demo_mouse_actions.spec.ts","",""
"","0","Login test with email: """" and password: """"","chromium","2026-09-19","skipped","2026-09-19","Login data driven test","Day23\061_paramtest4-csv.spec.ts","",""
"","1","5.Contians usig ""*""","chromium","2026-09-19","skipped","2026-09-19","CSS Locators","Day4\006_demo_csslocators.spec.ts","",""
"","9","Test Case 4: Firefox Disk Usage Validation","chromium","2026-09-19","skipped","2026-09-19","Dynamic Table Validations","Day11\018_demo_dynamic_table.spec.ts","",""
"","1","Emulator test on iPhone15","chromium","2026-09-19","skipped","2026-09-19","","Day14\029_demo_emulation.spec.ts","",""
"","0","Verify Shopping Cart Icon","chromium","2026-09-19","skipped","2026-09-19","","Day24\066_hooks.spec.ts","",""
"","0","test","chromium","2026-09-19","skipped","2026-09-19","","Day1\002_mytest.codegen.spec.ts","",""
"","1","keyboard actions","chromium","2026-09-19","skipped","2026-09-19","","Day16\036_demo_keyboard_actions.spec.ts","",""
"","0","Full Page Screenshot","chromium","2026-09-19","skipped","2026-09-19","","Day25\068_screenshots.spec.ts","",""
"","1","Frame 3 - Handle nested frame and Google Form","chromium","2026-09-19","skipped","2026-09-19","Frames Examples","Day19\051_Frames_lab.spec.ts","",""
"","0","Browser context demo for Two Different Users","chromium","2026-09-19","skipped","2026-09-19","","Day14\027_demo_browser_context_multiple_logins.spec.ts","",""
"","0","Visibility Assertion: toBeHidden","chromium","2026-09-19","skipped","2026-09-19","","Day20\052_lab_assertions.spec.ts","",""
"","0","Scroll to bottom of the document","chromium","2026-09-19","skipped","2026-09-19","","Day17\041_demo_scrolling.spec.ts","",""
"","1","test","chromium","2026-09-19","skipped","2026-09-19","","Day1\003_mytest.vscode.spec.ts","",""
"","1","8.Find ""Subscribe"" buttons using multiple conditions","chromium","2026-09-19","skipped","2026-09-19","","Day3\005_demo_locators_filters.spec.ts","",""
"","0","Login test for laura.taylor1234@example.com and test123","chromium","2026-09-19","skipped","2026-09-19","Login data driven test","Day23\paramtest2.spec.ts","",""
"","2","Login test with email: ""laura.taylor1234@example.com"" and password: ""test123""","chromium","2026-09-19","skipped","2026-09-19","Login data driven test","Day23\060_paramtest3-json.spec.ts","",""
"","0","Set price range from $100 to $300","chromium","2026-09-19","skipped","2026-09-19","","Day16\038_lab_slider_set_price_range.spec.ts","",""
"","0","Multiple Screenshot Options","chromium","2026-09-19","skipped","2026-09-19","","Day25\068_screenshots.spec.ts","",""
"","31503","@P1 @Sanity demoblaze Login test","chromium","2026-09-19","failed","2026-09-19","","Day26\073_reporting_tests.spec.ts","",""
"","0","Handle Autosuggest Dropdown","chromium","2026-09-19","skipped","2026-09-19","","Day7\013_Assign_FlipKart.spec.ts","",""
"","1","Reset button clears everything","chromium","2026-09-19","skipped","2026-09-19","Keyboard Action Practice ","Day16\037_lab_keyboard_actions.spec.ts","",""
"","0","State Assertion: toBeChecked","chromium","2026-09-19","skipped","2026-09-19","","Day20\052_lab_assertions.spec.ts","",""
"","0","Checkboxes validation","chromium","2026-09-19","skipped","2026-09-19","Data Entry Form Validation","Day9\TC_Validate_MultipleCheckbox_Count.spec.ts","",""
"","0","10.Verify stock status counts","chromium","2026-09-19","skipped","2026-09-19","","Day3\005_demo_locators_filters.spec.ts","",""
"","1","1. Page Load Validation","chromium","2026-09-19","skipped","2026-09-19","Data Entry Form Validation","Day9\015_Checkbox_data_entry.spec.ts","",""
"","1","Test2","chromium","2026-09-19","skipped","2026-09-19","Group1","Day24\063_grouping_describe.spec.ts","",""
"","0","Attributes Assertion: toHaveClass","chromium","2026-09-19","skipped","2026-09-19","","Day20\052_lab_assertions.spec.ts","",""
"","0","press Shift alone","chromium","2026-09-19","skipped","2026-09-19","Keyboard Action Practice ","Day16\037_lab_keyboard_actions.spec.ts","",""
"","1","Test Case 2: Firefox Memory Usage Validation","chromium","2026-09-19","skipped","2026-09-19","Dynamic Table Validations","Day11\018_demo_dynamic_table.spec.ts","",""
"","0","Fail Example - Using test.fail()","chromium","2026-09-19","skipped","2026-09-19","","Day24\064_annotations.spec.ts","",""
"","2","Date Picker with Dropdowns - Select Date","chromium","2026-09-19","skipped","2026-09-19","","Day12\023_demo_datePickerwithDropdown.spec.ts","",""
"","0","1. Page Load Validation","chromium","2026-09-19","skipped","2026-09-19","Data Entry Form Validation","Day9\TC_Validate_MultipleCheckbox_Count.spec.ts","",""
"","1","Valid login check","chromium","2026-09-19","skipped","2026-09-19","E-Commerce > Login to app","Day24\063_grouping_describe.spec.ts","",""
"","1","Dynamic Name","chromium","2026-09-19","skipped","2026-09-19","","Day25\068_screenshots.spec.ts","",""
"","1","Login using saved cookies","chromium","2026-09-19","skipped","2026-09-19","","Day21\056_demo_cookies_real_usecase.spec.ts","",""
"","0","Login test with email: ""validuser@example.com"" and password: ""wrongpassword""","chromium","2026-09-19","skipped","2026-09-19","Login data driven test","Day23\060_paramtest3-json.spec.ts","",""
"","0","keyboard actions2","chromium","2026-09-19","skipped","2026-09-19","","Day16\036_demo_keyboard_actions.spec.ts","",""
"","0","Confirmation dialog","chromium","2026-09-19","skipped","2026-09-19","Handle dialogs/alerts","Day13\025_demo_alerts_dialogs.spec.ts","",""
"","0","Shift + Tab","chromium","2026-09-19","skipped","2026-09-19","Keyboard Action Practice ","Day16\037_lab_keyboard_actions.spec.ts","",""
"","0","Capture Trace Manually","chromium","2026-09-19","skipped","2026-09-19","","Day25\070_traces.spec.ts","",""
"","1","Scroll to bottom then top","chromium","2026-09-19","skipped","2026-09-19","","Day17\041_demo_scrolling.spec.ts","",""
"","1","Set price range","chromium","2026-09-19","skipped","2026-09-19","","Day16\039_bonusChallenge.spec.ts","",""
"","1","Record Video for Single Test","chromium","2026-09-19","skipped","2026-09-19","","Day25\069_videos.spec.ts","",""
"","5023","@P2 @Regression title test","chromium","2026-09-19","passed","2026-09-19","demowebshop Home Page Tests","Day26\073_reporting_tests.spec.ts","",""
"","1","Drag and Drop demo from Guru99","chromium","2026-09-19","skipped","2026-09-19","","Day16\040_lab_drag_and_drop.spec.ts","",""
"","0","handle frames","chromium","2026-09-19","skipped","2026-09-19","","Day19\049_demo_frames.spec.ts","",""
"","0","Comparing methods","chromium","2026-09-19","skipped","2026-09-19","","Day7\011_demo_allInnerTexts_vs_allTextContents.spec.ts","",""
"","1","State Assertion: toBeDisabled","chromium","2026-09-19","skipped","2026-09-19","","Day20\052_lab_assertions.spec.ts","",""
"","1","3. Radio button validation","chromium","2026-09-19","skipped","2026-09-19","Data Entry Form Validation","Day9\015_Checkbox_data_entry.spec.ts","",""
"","0","Attributes Assertion: toContainClass","chromium","2026-09-19","skipped","2026-09-19","","Day20\052_lab_assertions.spec.ts","",""
"","0","3.CSS with Attribute","chromium","2026-09-19","skipped","2026-09-19","CSS Locators","Day4\006_demo_csslocators.spec.ts","",""
"","0","5. Submit button validation","chromium","2026-09-19","skipped","2026-09-19","Data Entry Form Validation","Day9\015_Checkbox_data_entry.spec.ts","",""
"","0","Login test with email: ""validuser@example.com"" and password: ""wrongpassword""","chromium","2026-09-19","skipped","2026-09-19","Login data driven test","Day23\061_paramtest4-csv.spec.ts","",""
"","0","4.CSS with Class+Attribute","chromium","2026-09-19","skipped","2026-09-19","CSS Locators","Day4\006_demo_csslocators.spec.ts","",""
"","0","State Assertion: not.toBeChecked","chromium","2026-09-19","skipped","2026-09-19","","Day20\052_lab_assertions.spec.ts","",""
"","0","Nested frames","chromium","2026-09-19","skipped","2026-09-19","","Day19\050_demo_frames_auto_play.spec.ts","",""
"","1","page fixture test","chromium","2026-09-19","skipped","2026-09-19","","Day14\028_demo_built-in_fixtures.spec.ts","",""
